,symbol,HotScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore
344,DGX,0.9620655877770506,228.3725,8.83706025,3.0896988321852246,0.9596095878466053,0.9833516966404074,0.9452704009260072,0.9297505802139483
521,GPC,0.9606264097394376,132.57,12.9216,2.5376799765290494,0.9956816755152199,0.9805675398184893,0.9275154539360989,0.8343609358541958
1237,URI,0.9588051620727476,1147.40625,10.85406775,1.478506644556978,0.9766895374611178,0.9094339211854181,0.9982849036639109,0.9900497081367787
178,BLK,0.9584965277712456,1094.0858333333333,6.69428805,1.5009803962430956,0.9407252787497858,0.9466943446636004,0.9922659327576495,0.9944647302503041
76,ANF,0.9578300107919232,138.40285714285713,29.770388142857144,7.345860802987711,0.9825251201397991,0.9380013776831994,0.9820555689786792,0.892346227581379
855,NTRA,0.9570578585728474,302.1281818181819,17.330943636363635,1.6120109550201684,0.9845222607466048,0.9183980334986702,0.990455218085096,0.9294471196998202
538,HAE,0.9564613725617966,104.59136363636365,15.865037090909091,1.4035817022320958,0.9935585322474456,0.9450117036881903,0.9289681422433198,0.9216816153566015
1291,WDFC,0.9562248168016556,256.42674285714287,9.45528357142857,3.7423269167454007,0.9579253610089825,0.9335139787939651,0.9762765585189641,0.9896573616683122
54,ALLE,0.9556012046441659,155.676275,11.237069250000001,1.932470996603754,0.9790737499157323,0.9595770921701214,0.9367023256599114,0.8973294478213486
805,MTRN,0.9525727464136315,290.5675,27.9469338,1.556049475527809,1.0,0.8701926927279606,0.9989347517730496,0.9821835360423545
531,GS,0.9517411993612432,1131.0033333333333,8.135808816666668,1.1912553483808281,0.9334600404731342,0.9391931565011492,0.996469251840263,0.970187300521915
1195,TRGP,0.9511639417757686,298.0979545454545,7.249415590909091,1.1046720773332408,0.9753492241420496,0.924003778152749,0.9577481410822166,0.9484076275614572
822,NDSN,0.9488995060603991,331.662,7.01539205,1.8207501626365457,0.9394180684517857,0.9312440824782448,0.9777409538990357,0.9861956245508121
12,ABVX,0.948095125522707,141.59356428571428,17.80478792857143,2.350938577029372,0.9810244661086511,0.9654171180618824,0.9290470011644469,0.8103117083013089
646,KBH,0.9477707006369426,61.51,16.6509,3.637814094387755,1.0,0.9915074309978767,0.8874734607218683,0.732484076433121
604,INSM,0.9464399363564042,132.55,33.8618775,2.995042807477392,0.9952380952380953,0.9474940334128878,0.9666666666666668,0.7315035799522673
644,KARO,0.9454824598978049,64.7475,10.52833625,2.2055619002007774,0.9853916559653849,0.9811022330107326,0.8065784325841142,0.9589391223934096
111,ATKR,0.9450447718920032,90.124,23.4997194,12.654035423044055,0.972300469483568,0.9354951394452964,0.917734643212605,0.9376938012437966
404,ENVA,0.9447362607263068,240.70285714285714,7.815840928571428,1.539190598560742,0.9132292372268092,0.9519098636228065,0.966853021321973,0.9856697116454669
272,CLH,0.9435700581374137,327.838,7.9621017,1.6473989006859857,0.9493065168415464,0.9138199731054334,0.969631654505289,0.9754945575491302
1157,TBBB,0.9435487561787704,48.80467142857143,15.370350857142858,3.071914152925096,0.9831038829493812,0.9811503319082172,0.85144237272283,0.8577130643404504
1268,VRSN,0.9424246920076153,277.084,5.92706276,1.5237766154535504,0.9119975360491251,0.9605884675559337,0.9592324364097629,0.9517310346389218
37,AGIO,0.9420547410385617,43.3875,16.040384500000002,1.9647836656626774,0.9986702127659575,0.9774989006849703,0.848069711930963,0.807816089445444
937,PKG,0.9412269227900278,251.82666666666668,7.6642472333333345,1.4537282404317107,0.9496917056078139,0.9102579820080194,0.9726109896362217,0.9572233419724183
1164,TECH,0.9398335308964403,70.62625,19.95965875,17.718887032458653,0.9954069686954811,0.9977034843477406,0.8858986916598077,0.6506513399935115
100,ASND,0.9396521755021798,258.50642857142856,7.975602142857142,2.535995094078261,0.9561049441639103,0.9098865525157473,0.961128855343225,0.9432938059565473
1342,ZBRA,0.9392113280596792,334.69166666666666,18.0851065,1.6955209258131851,0.9753292805895869,0.8784906351577245,0.9800416832581004,0.9436602089650008
1060,SEB,0.9389374952961541,4182.949375,4.1596448,1.94144620952656,0.8718027287681837,0.9537329720779709,1.0,1.0
398,EME,0.9368036492509575,796.972,18.512380200000003,1.3455442765589185,0.9372002110380894,0.8890662490608197,0.9932974196152603,0.9895090429328729
1068,SGLD,0.9364951768488746,11.66,129.07661,4.630350588428936,1.0,0.9967845659163987,0.9260450160771704,0.5241157556270096
467,FOIL,0.9352369121116297,27.1569,23.3849435,inf,0.9942528735632183,1.0,0.6862420318225166,1.0
753,MEDP,0.9342754529157318,565.2999714285714,11.842247,1.9578747549273954,0.9726436532379396,0.8489310535004929,0.9912562392676831,0.9847305770374383
1063,SEPN,0.9321302500615172,46.288333333333334,19.175825666666668,1.5952445346513688,0.9881519066740275,0.9217370985104814,0.885434748350619,0.8658214857681533
618,IRDM,0.931417615325744,54.241666666666674,24.63618333333333,3.9805604627078544,0.9981132272153944,0.9969600243198055,0.8378400851581066,0.655739602568028
447,FERG,0.9305022536557388,252.30125,7.669203124999999,6.174127806650696,0.8605279592135786,0.9936917036364452,0.9476251559388006,0.9200034047047041
1200,TRV,0.9293628748001451,369.64750000000004,7.458307033333334,1.3840180478004804,0.9000078457868214,0.9269704624043644,0.968908083113391,0.961388503105519
643,KALU,0.9290894331495242,182.95125000000002,11.3383905,1.233406319527243,0.9787564086341115,0.85839305887645,0.9457926816538902,0.9692858319004962
958,PRIM,0.9290870488322716,92.69,9.11125,2.9206771251913266,0.9639065817409768,0.9851380042462844,0.870488322717622,0.7282377919320594
738,MATX,0.9267126694100685,217.86444444444444,7.1108213000000005,1.3909883127557947,0.9190142730049075,0.9134287453559148,0.9387683933587954,0.9760393431202178
970,PTCT,0.9266272189349112,78.53,7.1789303,2.333316420750247,0.9437869822485208,0.9615384615384616,0.8520710059171598,0.893491124260355
93,ARWR,0.9240952119523898,85.918125,15.123586,2.1942313475185133,0.9513181323420159,0.9384981404221856,0.9072552423495011,0.81208468015019
365,DPC,0.921371566591232,48.007999999999996,33.5760656,44026.16039319102,0.9767955801104972,0.8961325966850829,0.8645926395859936,0.9292817679558011
642,JXN,0.9213036347117921,118.72909999999999,6.06220508,1.4101777097231594,0.9419364397370685,0.8910222832128781,0.9261461492044724,0.945388518384162
787,MRK,0.9207542566132931,150.7553846153846,11.530506615384617,2.069097574846087,0.9565930101959002,0.9763208219177717,0.9373299441422526,0.5676842654505752
3,AAMI,0.9202675470609676,79.15,8.29115,1.5576258598206834,0.9616684969393772,0.9220376290818464,0.8523097024790027,0.9050846245773878
860,NVCR,0.919766844158352,19.853749999999998,27.512846,3.7386040847476147,1.0,0.990984740021641,0.7819793297691527,0.6652631919694696
1223,UGI,0.919529639588559,38.9,10.8577931875,5.706426002396493,0.992401868706152,0.9925324553537666,0.7621568944942467,0.7237124726873825
18,ACM,0.919055944055944,69.17,4.42331,3.28848876143556,0.9475524475524476,0.965034965034965,0.7954545454545454,0.9055944055944056
792,MSA,0.9189903853936986,192.44333333333336,10.377590333333332,1.4230855712528108,0.9616257572372616,0.8540996849633968,0.9415441974013529,0.9517764114319757
360,DOCS,0.9184215829261704,28.7975,39.393818375,12.003888157720615,0.9994054688383667,0.9963875994824501,0.8548411413785105,0.48925780738182434
1190,TOP,0.9180461739721678,16.403333333333332,12.786995666666668,2.310003318527181,0.9965034965034966,0.949682047410569,0.7000664556993555,0.9686794246237368
739,MBIN,0.9178016771918965,55.21900000000001,13.223291,1.6030617182006437,0.9755021351870132,0.9088664649069012,0.819528687088711,0.9436692974128433
849,NSC,0.9152667625657332,348.530025,5.31516825,1.5935717973493575,0.8788930617596296,0.9300083616919224,0.9393572292832584,0.9427981850103839
680,LAD,0.9130710364831457,387.328125,12.54011525,2.6180341862951053,0.8811125393306335,0.8881550179715769,0.974105409917196,0.9900630944393289
1074,SHW,0.9125628624887552,354.43899999999996,8.3017104,1.0728419756885674,0.9655151103300644,0.8414505190797457,0.9737797858089638,0.8536893503352889
88,ARGX,0.912235214632675,960.856590909091,10.656736686363637,1.1718626414835127,0.9031286123658346,0.853307325298801,0.9910878509554522,0.9926506625896206
1211,TVTX,0.9116123521680078,63.166999999999994,12.7579412,2.1675071347714088,0.9696099225329122,0.9435432345242868,0.8423767203567362,0.7353340312664095
581,HWM,0.9102823107000123,254.1833333333333,3.769477833333333,1.5429783222794249,0.869544882753282,0.9222169291033594,0.9426599466111772,0.9463368722795229
1150,SXT,0.9094150222267666,122.128,5.967379,2.7836970368806364,0.8784191952971201,0.9752864061551503,0.8388818931513147,0.9284168308820917
264,CIB,0.9087887110380702,98.32428571428571,7.492453385714286,1.2445252083533351,0.9261608646774429,0.9123953124453507,0.8624311470972926,0.9280781962563397
188,BNTX,0.9084542750028912,112.683256,13.157326176,4.25774364171714,0.856443475602114,0.9697778577830596,0.9050148169857275,0.8827384492093492
912,PAY,0.9075983976712063,39.989999999999995,24.302174200000003,2.9204644285143173,0.989175736165947,0.9618407379513713,0.7529478767880529,0.7415305637253432
666,KNSA,0.9074729442359598,72.94888888888889,16.714745666666666,2.1266313399668877,0.9480767871937766,0.9155187569156032,0.8537347478896411,0.8446755421974869
588,ICLR,0.9073166945525541,172.17374999999998,8.4421880875,1.4804690437111572,0.9455289604670918,0.8808091525794937,0.9051635324570476,0.8706564849483969
433,EZPW,0.9071694250794534,34.309999999999995,8.524591691666666,1.51431455629636,0.988036580084766,0.9303117750747085,0.7618752008521544,0.8337246060320637
408,EQIX,0.9070091947872138,1093.3565,5.7826986,0.7840625749730735,0.911243209352617,0.8273923219854582,0.9937258676416769,0.9974158529055199
865,NVS,0.9058553886844697,161.58625,4.74254415,2.0662531710805525,0.847062773908563,0.961819865240502,0.8918351160392253,0.9437944177445193
1041,RYTM,0.9058018548403163,99.28333333333335,6.1181178,1.9523385378455025,0.9184398222859761,0.9148088378857611,0.8542924312155081,0.9330633753710676
343,DGII,0.905570519377202,83.01,14.1030975,1.9447513528235856,0.9571428571428572,0.847255369928401,0.9047619047619048,0.9307875894988068
1303,WKC,0.9055463883955235,39.94,10.118553333333333,1.8060748178656967,0.9753587782036942,0.9848016488363665,0.7343878872418442,0.7261266148313342
113,ATRO,0.9035372112724703,88.12083333333334,12.901428633333333,1.6290540753624871,0.9300947996720698,0.9126398238282917,0.8554786071648991,0.8748437161436399
294,CORT,0.9034063181235696,111.59714285714286,21.5260871,2.187254140817049,0.9526370864708751,0.8965984159963262,0.8662378279299592,0.8292632667405739
726,LXP,0.9032902461634367,60.909000000000006,4.100227439999999,4.631167749071092,0.8547446932755809,0.994083893845179,0.8057529053161006,0.9504965960795054
1184,TMO,0.9031631382489648,586.266,7.94820598,1.5724024896432796,0.8820230499651032,0.8748972235352233,0.9771287052071946,0.9281530148241159
874,OC,0.9022685457196132,142.39299999999997,10.571321000000001,2.357115989643771,0.951832910177483,0.8632179169549852,0.9088352279863869,0.852337106259722
1061,SEDG,0.9020765542869245,33.08,10.709514,2.1525902207730847,0.9906858309105262,0.9580308835704796,0.7623226216377534,0.6756117989102182
119,AVAV,0.9020604171234176,171.45574074074077,9.08305635925926,2.189128777957153,0.9029687691326217,0.9168102226358427,0.8989585444271057,0.8534606111903396
929,PFG,0.9019305019305018,118.61,7.3685155,1.2361349896279794,0.8957528957528957,0.9343629343629344,0.8725868725868726,0.8687258687258688
236,CCS,0.9015695067264574,70.45,9.174025,0.6595067225167697,0.9596412556053812,0.8834080717488789,0.8340807174887892,0.8968609865470852
659,KLIC,0.9013235574585448,125.52800000000002,5.83016468,1.3339487655701014,0.8944576947551992,0.9447707942615631,0.850521875853803,0.8748921113191747
1023,ROAD,0.9007315063920708,112.29735294117647,12.044644370588236,1.3026774355091684,0.9129643287813943,0.8877470312377308,0.8941885214154475,0.9164482610228744
1262,VMI,0.9006070448796787,568.7316666666667,5.199899233333333,0.5013277397512328,0.8930918938866883,0.8309514629745701,0.9859593498911914,1.0
392,EL,0.8997810860201384,99.52916666666665,13.148289166666666,1.9596724105368544,0.9352219652158986,0.9193179433571722,0.9055024020576208,0.6959163760803948
566,HRB,0.8994619689497007,53.769999999999996,15.213201428571427,2.167603878610852,0.9735579358793702,0.9746405893914256,0.7661994369584851,0.6435259771322512
1130,SSNC,0.8986464934299937,73.917,10.406278,0.9297253515416507,0.9812631421195013,0.8859873374558884,0.8681772725767816,0.7147337106325101
480,FSLR,0.8983713719166945,235.87166666666667,9.447902833333332,1.2315520790369534,0.8730472806623958,0.9124322613097693,0.9432852975997776,0.8479647270648121
1293,WEX,0.8978631342441364,170.817,7.65975466,1.4074800142696229,0.8755762638342045,0.9095469861497328,0.895038452866675,0.9406230617642354
138,BAH,0.8972195134136318,72.71585,10.922322833333332,1.242085378876257,0.9533180560533031,0.9118238890929957,0.8556372388777511,0.7329238483687709
230,CBZ,0.8958950202052488,51.045,14.312719285714286,11.100004083676742,0.9774954017086808,0.8829394808567719,0.8123957049755184,0.8226367031223684
124,AWI,0.8957814214477138,170.37277777777777,6.9745764,1.8581595231979122,0.9045835289912993,0.8680225460337605,0.9004881699512066,0.9527166119870158
1304,WLK,0.8956814395296104,78.58,12.434174500000001,1.7635494748636633,0.9342985519330473,0.9488222749313057,0.7767248299405565,0.8124418413897558
826,NESR,0.8949685869520732,32.52125,16.81771133333333,2.457210928924375,0.9803771136743363,0.9673558986539995,0.7601674922234282,0.6122853419247007
371,DTM,0.8949447973094707,132.85416666666666,4.818643416666666,1.2477777505743328,0.8839728490352319,0.9166786013951823,0.867382494702313,0.9124029071836316
1032,RTX,0.8949055440287964,209.01375000000002,7.2525395,1.231113498745826,0.9401251119177398,0.8624124245220501,0.9244192468573594,0.7913355690339793
806,MTSI,0.8946775201727468,301.64,14.4917865,1.7004802293494126,0.9595238095238096,0.7804295942720764,0.9714285714285714,0.9140811455847256
385,EDU,0.8945811047067931,58.11416666666667,12.442940833333333,1.6439045951047084,0.9447218159300768,0.903045441378513,0.810012522279883,0.8586006019281012
733,MANE,0.8944050073477738,118.27617647058823,10.588792705882353,1.209507915769132,0.9308938058110366,0.8314377155677057,0.9241893166486562,0.9275111153548286
645,KB,0.8942780663506932,121.43001666666667,6.0877378066666665,1.3165271529171039,0.9192743117967564,0.8728228465619079,0.8485205328568011,0.9733995435380054
78,APD,0.8938219169602818,299.61785714285713,7.093448628571429,1.5100477973165682,0.8493807652527797,0.9079392814003876,0.9321956197963301,0.9232077667240721
337,DE,0.8937214012384326,642.6215619047618,5.577235933333333,1.4133866716549779,0.8397006886465983,0.8668297233061236,0.9928066664494798,0.9787442376508405
932,PH,0.8932981020570518,1069.8,7.31267,1.7975872805719992,0.8857142857142857,0.8162291169451074,0.9904761904761904,0.9952267303102624
458,FIZZ,0.8929507932653977,33.74272727272727,8.378134672727272,3.3570556721932125,0.9502818727056411,0.9872209556572301,0.6438817818145737,0.8604844697547803
695,LFUS,0.8922097749030968,413.5665,5.48820574,1.4317997493959598,0.8389869553269327,0.8800149221738056,0.9602957255061366,0.9849997267661108
94,ARX,0.8916043632312071,17.798333333333332,34.93030774444444,21.160763894712595,0.970065047125979,0.9936722863843532,0.7461005074791616,0.5507619500675838
732,MAN,0.8915216983874586,54.44701,21.90464136,2.400847076275891,0.949004407726717,0.9067447780092172,0.836970720542207,0.7461533927144025
881,OLED,0.8904773302671973,89.55,5.7115668,1.6680133710105398,0.8526930114640514,0.9340501169349779,0.866882908006961,0.9174065372614485
598,IMOS,0.8898689325545242,67.75723333333333,9.643560933333333,1.2100188936210041,0.9244167428200817,0.8908964752880112,0.7907252498704039,0.9636425624261095
74,ANDG,0.8890447848798216,47.634416666666674,7.903012716666667,3.4854686210333075,0.9021236410801136,0.9431940679334007,0.7533009443545442,0.9252339785418277
1213,TWLO,0.8889778073520448,248.4125,17.4650334,1.5222503351307533,0.8434664462720389,0.8843953475662596,0.9693582629028236,0.9035452692807576
984,QLYS,0.8880150134788014,164.57333333333332,10.074281880000001,1.2482475794124186,0.9352222781218346,0.814789886797625,0.9198776437908498,0.9153522699882061
1119,SPSC,0.8879665045815655,71.1277,9.622194799999999,1.399519674390312,0.931261663997969,0.9070543657448145,0.7921945575860445,0.8611698265438233
1000,RDDT,0.8875984393011002,179.19804230769233,10.243818076923077,1.655643672125323,0.9266565645989684,0.8579063631502067,0.9401460100135519,0.7497221258617851
110,ATI,0.8874491419479485,223.43,8.93179,1.8195949470969253,0.9095238095238096,0.8281622911694511,0.9523809523809524,0.8878281622911695
316,CTAS,0.8869928883447593,199.26458333333335,5.767133366666666,1.275973915359044,0.8727227745447187,0.9046675189051019,0.9155275236082788,0.8180078091566635
884,OMAB,0.8868421052631579,108.94,7.0453043,2.0093603560004247,0.8301435406698564,0.9688995215311004,0.7966507177033493,0.9784688995215312
176,BLBD,0.8859882033693891,81.65,4.225179150000001,1.5475274869913922,0.8133079561301022,0.9540383673161724,0.8462433573286097,0.9816831869747108
573,HTHT,0.8856198426837838,46.44083333333333,10.030882016666666,1.412645470188566,0.9574969478467831,0.9466536823569429,0.7564516602975514,0.6787679005296944
1093,SLG,0.8847324131871144,53.43875,6.6216105249999995,1.8205687508278645,0.9284597237184296,0.9462609058545355,0.7393467651493904,0.8071083980669864
98,ASH,0.8843776709594922,72.788,7.02543294,1.7402988324466833,0.9320085499531382,0.9238427813997546,0.7604852622646824,0.8273265253304316
1073,SHOP,0.8840233915471724,130.881225,12.357286833333333,1.983695437289482,0.9538878894420674,0.8733414347990073,0.9242679694673743,0.5963953416932141
589,ICUI,0.8832188326663232,177.5131818181818,8.899443209090908,1.3442475645260503,0.8519229329554642,0.8611708697195855,0.9305984229050318,0.9751631714904933
146,BBIO,0.8831424478993146,88.81296,12.96309054,3.83607632697598,0.9778103181069945,0.8706031108997874,0.8523446878425263,0.6572881017843577
496,GEHC,0.8831352463386676,70.10916666666667,10.305527833333333,1.8424313040887974,0.9586433982770849,0.9215718989983558,0.8248116891549534,0.6009755446127291
456,FIVN,0.8830306199143914,33.4921875,18.0581,1.7409933050855884,0.979468355098187,0.9470562125737654,0.7675447597629589,0.552380692766163
1249,VECO,0.8827751196172249,83.56,7.847178,2.1075326495922644,0.8732057416267942,0.9784688995215312,0.7631578947368421,0.8205741626794258
239,CDNA,0.882492492865208,46.957647058823525,12.182395976470588,2.039852186565581,0.916008895537001,0.9339437445744975,0.7761987645514815,0.7976931591588732
1318,WTS,0.8823195251333815,389.6775,8.566438,0.9125117123907934,0.9270227739855422,0.7652475522144875,0.9622360324088941,0.9757770448159228
460,FLR,0.8821391863941791,56.58,13.622956340000002,1.6574335582086335,0.9362287932231302,0.9151295908598975,0.8206975515534181,0.7002424165443569
763,MHO,0.8820594479830147,158.83,6.848310000000001,1.5493619146337878,0.8874734607218683,0.8343949044585988,0.9214437367303608,0.951167728237792
1177,TIGO,0.8819343107171269,104.31,13.639813,1.7810629227123744,0.9523809523809524,0.8090692124105012,0.930952380952381,0.7923627684964201
571,HTFL,0.8814768232974716,45.3028,16.488528132,2.5975360512103287,0.9566105857891672,0.8905456333833288,0.799549723434104,0.7506220190027711
1021,RNG,0.8808108179065898,51.75635384615384,14.835736338461537,1.9652977607130053,0.9685127088988706,0.8923734674446973,0.804892101797174,0.6852223582690624
1227,UL,0.8805764681344543,66.774,8.8056106,2.154681557671131,0.9713325909245454,0.964182391862143,0.7309215694625021,0.5696191026661295
667,KNSL,0.880283770597748,341.38642857142855,4.962953385714286,1.1211935251559066,0.8350678424851626,0.8526201279121243,0.9538338006786242,0.9882622082297281
880,OKTA,0.8802020406986584,157.733,10.18453694,1.3318494224215796,0.927111330913068,0.8309477009200983,0.9253394550639573,0.798134885442588
133,AZO,0.8796717171717171,3046.46,3.30274,2.7385045553667706,0.6868686868686869,0.9722222222222222,0.9949494949494948,1.0
1300,WING,0.8793631466490507,127.66542307692308,8.137322338461539,0.8657348059836646,0.9337722233470779,0.8107548667857885,0.9065271540965063,0.8747323428324625
1270,VRTX,0.879327238253787,527.77875,5.9568045312499995,1.1733584565147903,0.8656022464947887,0.8114109837945225,0.9801647265604676,0.9633966234043456
134,AZZ,0.8788990825688073,146.45,3.93897,1.3231749723104322,0.8165137614678899,0.8776758409785933,0.9357798165137616,0.9877675840978594
928,PENG,0.878866812902517,75.44428571428571,15.001010857142857,1.878311800176164,0.9749009905541816,0.8514541163520839,0.8583138306892973,0.6797975934746463
788,MRNA,0.8786164732271927,132.88711333333333,37.047047905,6.256242555815948,0.8374854237509974,0.9634964331388889,0.9372487408570314,0.6082307514432627
773,MMYT,0.8783684463550534,57.89388888888888,9.959202888888889,1.5233481930037354,0.958847566996706,0.8824708242962866,0.7831646468191686,0.7727408003867222
441,FCFS,0.8782816183409734,225.16143571428572,7.336481428571429,1.058621570777802,0.9200974771787896,0.7553148227299629,0.9703037761317652,0.9782655814655701
306,CRNX,0.8780168111180311,48.91458333333333,23.590892825,11.592680436960146,0.9738182861643999,0.8986005488340091,0.7396702969871325,0.7473615947116152
1176,THC,0.8777832614503153,216.3046285714286,9.2484568,1.228367560154534,0.9086627871601868,0.8073814272593858,0.9363316563499323,0.8990145513347837
1214,TWST,0.8776186537455922,122.484124,11.12201072,1.0638953346433413,0.9398141942907915,0.8138676903858034,0.905339733679753,0.8276204737283348
1028,RPM,0.8774335170507381,106.61100000000002,5.00443318,1.359804526518347,0.8526687146329117,0.9240678942242988,0.8309224277800519,0.8939121839470404
592,IESC,0.8773317233624934,745.6565625,12.786266575,1.2265443084628436,0.8388051800190559,0.8220109701259325,0.9831747535789115,0.994111200959652
972,PTGX,0.8768171210820551,139.544,6.1539506,1.183421847971903,0.9173729452834717,0.8061692025320447,0.8885428494419086,0.9586879945824268
67,AMLX,0.8767558942771403,35.433858620689655,25.013635420689653,5.619170838606754,0.9119458998416721,0.9809486540945204,0.7370495367718357,0.6683289304510586
485,FTDR,0.8763001477440618,89.92,17.727178000000002,1.5424151228943432,0.9761904761904762,0.7303102625298329,0.9428571428571428,0.9045346062052506
1247,VCTR,0.8755489157055543,110.055,5.309277036363636,1.4947897175993463,0.843970203763501,0.9115620988232973,0.8405530417596672,0.930020014482415
978,PWR,0.8753018451876112,684.7025,10.33206275,1.1194666737305052,0.8826134757324763,0.7856434238514226,0.982268565002322,0.9495821733278225
283,CNS,0.875147928994083,84.65,4.41594,1.4960794813114553,0.8668639053254438,0.878698224852071,0.8313609467455622,0.9792899408284024
539,HALO,0.8748307970555463,101.85642857142857,12.017775628571428,1.8149008143759027,0.911985661022732,0.8605449258238469,0.8768905249122153,0.7906698667680067
1049,SAP,0.8747072385597743,173.2013125,6.65968138125,1.1814847310274,0.8621660681950827,0.9018855683343368,0.8966124546662088,0.7796667484123571
731,MAIR,0.8746996456862532,28.4355,10.2006251,1.9773488323936714,0.9607711640763416,0.9540706139264552,0.7195250410452231,0.6060001517622979
563,HP,0.874548794846908,42.61266666666666,9.31925086,1.4540228250419391,0.9435046593228277,0.8808332846356681,0.7767461945153634,0.8068127555836179
599,INCY,0.8743971143877834,125.79785714285715,7.897427657142857,2.033120551236874,0.8811848719791383,0.9114171070121007,0.8417384058805065,0.7863874056474851
688,LCII,0.8743747308464553,106.11833333333334,5.991139233333333,6.073685836180768,0.8034067314403198,0.9985016002572534,0.7608614460137533,0.9153452554955409
1116,SPGI,0.8743295621600311,431.70464285714286,6.2451025357142855,1.1957699073985206,0.8742742034450366,0.8106876599873521,0.9610065442620936,0.9239160110627632
1243,VAL,0.8740007534713949,83.39090909090909,7.011265172727272,1.2604868321813796,0.8896310510426898,0.8897091089479562,0.8160844254095817,0.8801481239275252
983,QGEN,0.8739444420142323,41.8825,10.2171035,4.663317521383483,0.9562658323465414,0.9944219042866833,0.664908575250543,0.5822201914249496
72,ANAB,0.8739361702127659,69.81,5.1513753,1.2337949481702122,0.9175531914893617,0.8803191489361702,0.7632978723404256,0.9202127659574468
673,KRYS,0.8734380031669305,349.192,5.2587906,1.5077397630036713,0.8217844079599226,0.8367668046411275,0.9678589141687735,0.9937329592280838
40,AGX,0.8731820232932384,608.3179,12.231798083333333,0.9612589697460953,0.9122937271962619,0.7366879928580436,0.9845197248918565,0.9913447629586006
561,HONA,0.8729705369597525,201.5291,7.172262619230769,1.5514693259669874,0.8400467457048594,0.8977248530594798,0.9127801689026035,0.8219444361171319
803,MTH,0.8729299363057325,82.39,8.98148,1.5229967031420006,0.9596602972399152,0.821656050955414,0.8450106157112526,0.8046709129511678
807,MTX,0.8726986098765047,76.87875,6.0250271,2.30843479919712,0.8690208987241936,0.9421090849140863,0.727987070605828,0.9320570148194118
1166,TEM,0.8726053529374648,64.48493125,11.305557725,1.7619533056339616,0.925551344615278,0.9283803668382391,0.8333376644326639,0.5706172104220114
28,AEHR,0.872600163702858,112.30989827586208,12.656772837931033,1.2414455951102916,0.944565107611854,0.8248048074186628,0.8874232089904607,0.7583605164408505
289,COIN,0.8724289846883075,175.71450862068966,7.743617932758621,1.280832709377476,0.8667040890393537,0.8893983836172707,0.9363262717194729,0.7052786491459436
709,LMT,0.8720330426456084,581.1833333333333,7.685532066666667,1.458926631444287,0.8592025306235764,0.8012132890059024,0.9690820176378189,0.9707110224772713
171,BIRK,0.8719033375748262,41.185,12.880937450000001,1.3119386929972372,0.9552935273773808,0.8925586441924466,0.7860761363993457,0.6793985024551752
979,PYPL,0.871555357987439,54.322500000000005,13.575090925,3.6966324419668317,0.9635382242924125,0.9221627140928053,0.8575300677470082,0.4005401600321114
103,ASST,0.8714265322560024,24.497475,9.72954975,2.735489317941837,0.9546949809532591,0.9708852285673478,0.7100705267923811,0.5545935356531383
